Purchase Type,Credit Score,Finance Type,State,PMA,Make,Lender Type,Amount Financed,2023 Vehicle Count,2024 Vehicle Count,2025 Vehicle Count
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,BMW,CAPTIVE,"$30,000 - $34,999",0,0,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,BUICK,CAPTIVE,"$5,000 - $9,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$15,000 - $19,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$25,000 - $29,999",0,0,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$10,000 - $14,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$15,000 - $19,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$20,000 - $24,999",1,1,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$15,000 - $19,999",0,0,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$5,000 - $9,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$20,000 - $24,999",0,1,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$10,000 - $14,999",0,1,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$15,000 - $19,999",1,1,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$5,000 - $9,999",0,1,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$10,000 - $14,999",1,1,2
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$15,000 - $19,999",2,1,3
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$20,000 - $24,999",0,2,3
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$25,000 - $29,999",0,1,2
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$30,000 - $34,999",0,2,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$35,000 - $39,999",1,0,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$45,000 - $49,999",0,1,0
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$10,000 - $14,999",0,0,1
NEW,300 - 600,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$20,000 - $24,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,AUDI,UNKNOWN,"$10,000 - $14,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,BMW,CAPTIVE,"$150,000 - $175,000",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,BUICK,BANK,"$35,000 - $39,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CAPTIVE,"$60,000 - $69,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$10,000 - $14,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$15,000 - $19,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$25,000 - $29,999",2,2,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$30,000 - $34,999",0,2,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$35,000 - $39,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$40,000 - $44,999",1,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$60,000 - $69,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$15,000 - $19,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$20,000 - $24,999",0,1,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$25,000 - $29,999",0,2,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$35,000 - $39,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$25,000 - $29,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$30,000 - $34,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$60,000 - $69,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$30,000 - $34,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$35,000 - $39,999",1,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,DODGE,CAPTIVE,"$50,000 - $59,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$40,000 - $44,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$80,000 - $89,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$90,000 - $99,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$100,000 - $124,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$35,000 - $39,999",1,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$60,000 - $69,999",1,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$80,000 - $89,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$90,000 - $99,999",2,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$100,000 - $124,999",2,1,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$80,000 - $89,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$35,000 - $39,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$50,000 - $59,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$60,000 - $69,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$70,000 - $79,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$80,000 - $89,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$15,000 - $19,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$35,000 - $39,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$35,000 - $39,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$10,000 - $14,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$30,000 - $34,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$35,000 - $39,999",1,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$35,000 - $39,999",0,2,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$20,000 - $24,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$25,000 - $29,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$35,000 - $39,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$40,000 - $44,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$20,000 - $24,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$25,000 - $29,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$10,000 - $14,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$30,000 - $34,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$35,000 - $39,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$35,000 - $39,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$45,000 - $49,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$50,000 - $59,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$10,000 - $14,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$30,000 - $34,999",1,3,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$45,000 - $49,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$45,000 - $49,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,KIA,CREDIT UNION,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,MAZDA,BANK,"$30,000 - $34,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$20,000 - $24,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$30,000 - $34,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$70,000 - $79,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$15,000 - $19,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$20,000 - $24,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,NISSAN,INDEPENDENT,"$45,000 - $49,999",0,2,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$40,000 - $44,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,BANK,"$60,000 - $69,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$30,000 - $34,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$45,000 - $49,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$70,000 - $79,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,CREDIT UNION,"$60,000 - $69,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,RAM,INDEPENDENT,"$40,000 - $44,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$20,000 - $24,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$25,000 - $29,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$35,000 - $39,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,BANK,"$45,000 - $49,999",2,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,CAPTIVE,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,CAPTIVE,"$45,000 - $49,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$25,000 - $29,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TESLA,UNKNOWN,"$25,000 - $29,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$40,000 - $44,999",0,1,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$20,000 - $24,999",2,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$25,000 - $29,999",0,0,2
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$30,000 - $34,999",1,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$35,000 - $39,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$40,000 - $44,999",0,2,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$45,000 - $49,999",0,1,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$60,000 - $69,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$80,000 - $89,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$30,000 - $34,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$40,000 - $44,999",0,1,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$25,000 - $29,999",1,0,0
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$25,000 - $29,999",0,1,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$50,000 - $59,999",0,0,1
NEW,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$50,000 - $59,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,ACURA,CAPTIVE,"$20,000 - $24,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,AUDI,CAPTIVE,"$20,000 - $24,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,AUDI,CAPTIVE,"$40,000 - $44,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,BMW,CAPTIVE,"$70,000 - $79,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,BUICK,CAPTIVE,"$20,000 - $24,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CADILLAC,CAPTIVE,"$10,000 - $14,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$30,000 - $34,999",0,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$5,000 - $9,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$10,000 - $14,999",1,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$15,000 - $19,999",1,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$20,000 - $24,999",0,2,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$30,000 - $34,999",0,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$15,000 - $19,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$35,000 - $39,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$15,000 - $19,999",1,2,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$30,000 - $34,999",1,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$35,000 - $39,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$10,000 - $14,999",1,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$15,000 - $19,999",1,2,3
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$20,000 - $24,999",0,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$25,000 - $29,999",1,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$30,000 - $34,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$15,000 - $19,999",1,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$20,000 - $24,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$25,000 - $29,999",0,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,JEEP,BANK,"$20,000 - $24,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,JEEP,BANK,"$30,000 - $34,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$20,000 - $24,999",1,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,KIA,CAPTIVE,"$15,000 - $19,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,KIA,CAPTIVE,"$25,000 - $29,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,LEXUS,CAPTIVE,"$10,000 - $14,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,MAZDA,CAPTIVE,"$30,000 - $34,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$15,000 - $19,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$25,000 - $29,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,RAM,CAPTIVE,"$30,000 - $34,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,RIVIAN,BANK,"$20,000 - $24,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$5,000 - $9,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$10,000 - $14,999",0,2,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$15,000 - $19,999",4,2,2
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$20,000 - $24,999",0,0,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,BANK,"$40,000 - $44,999",1,0,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TESLA,INDEPENDENT,"$50,000 - $59,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$10,000 - $14,999",1,2,6
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$15,000 - $19,999",5,3,7
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$20,000 - $24,999",4,7,8
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$25,000 - $29,999",2,3,7
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$30,000 - $34,999",0,3,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$35,000 - $39,999",0,1,1
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$40,000 - $44,999",0,3,2
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$10,000 - $14,999",0,1,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$15,000 - $19,999",1,5,0
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$20,000 - $24,999",0,1,2
NEW,601 - 660,LEASE,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,ACURA,CAPTIVE,"$60,000 - $69,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$60,000 - $69,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,CAPTIVE,"$100,000 - $124,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,INDEPENDENT,"$50,000 - $59,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,BANK,"$20,000 - $24,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$40,000 - $44,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$50,000 - $59,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CAPTIVE,"$40,000 - $44,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CAPTIVE,"$125,000 - $149,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$15,000 - $19,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$20,000 - $24,999",0,1,2
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$30,000 - $34,999",1,0,3
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$35,000 - $39,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$40,000 - $44,999",2,2,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$45,000 - $49,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$50,000 - $59,999",0,1,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$60,000 - $69,999",1,1,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$70,000 - $79,999",1,2,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$80,000 - $89,999",1,1,2
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$90,000 - $99,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$10,000 - $14,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$15,000 - $19,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$25,000 - $29,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$30,000 - $34,999",1,0,4
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$35,000 - $39,999",2,2,2
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$45,000 - $49,999",1,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$50,000 - $59,999",2,3,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$60,000 - $69,999",0,0,3
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$80,000 - $89,999",0,0,1
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$100,000 - $124,999",1,0,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$125,000 - $149,999",0,1,0
NEW,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$25,000 - $29,999",0,1,2
